% Model:              eigenfreq_and_eigenvector(structure4,elastic_load).mph
% Version:            COMSOL 6.2.0.290
% Date:               Mar 18 2026, 15:18
% Dimension:          1
% Nodes:              2806
% Expressions:        20
% Description:        Global
% x,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1,Average 1
52.35987755982989,1.8477186281365317E-9,109.56931820384132,340.91033997402633,986.3039214697113,1398.5258391576954,1575.4055243195287,2193.2076506371604,2270.513466870297,2986.464254097067,4025.4042603295243,4032.735299164845,4100.776582827957,4372.011576434621,5698.484594480852,5746.62431741425,5791.994498700188,7857.66339307933,8020.426315660432,8198.67312933034,8822.243165977094
57.59586531581287,1.1229148060916936E-11,131.5341378827679,379.23306167104755,1005.4680219277767,1405.3099007465096,1604.5982176107848,2200.1518512852795,2324.438973761022,3080.8293784125854,4033.258983696925,4040.506812578933,4105.214376174014,4368.78072706398,5708.608745935521,5745.311451399601,5791.268232663322,7870.280265377162,8019.318402750919,8219.112081105604,8821.033691224526
62.83185307179586,5.988202726627172E-10,155.182339051036,416.6567319824812,1022.4602796288835,1409.5817775500093,1630.6884692587535,2207.408836073759,2375.224279493651,3183.0945082563417,4033.67250668799,4056.6873506677503,4111.205742528188,4365.433200193105,5719.952238014759,5743.877494441088,5790.493489391723,7882.494119612673,8018.150403017754,8243.645240595031,8819.728511425876
68.06784082777887,5.420058623861846E-10,180.4207299012847,453.275911118055,1037.7933902742,1412.4204591735124,1653.61138091786,2214.9011197090963,2422.9090239090215,3290.628187194613,4033.9304519658713,4073.5045578985732,4119.5686387990845,4362.023442102673,5732.587796846518,5742.323882168939,5789.675290706808,7893.96245976445,8016.938251799904,8272.727344627254,8818.331458191404
73.30382858376184,1.1519818287175076E-9,207.15325806811992,489.1441127714402,1051.7911625309773,1414.387208848136,1673.6288389827462,2222.5505008620644,2467.852411389606,3400.621978718023,4033.983779669175,4090.3404244199364,4131.489774821678,4358.610665815692,5740.652028074546,5746.595437073814,5788.818837460787,7904.413948566645,8015.70080972081,8306.732958190649,8816.84527088127
78.53981633974483,5.414165879703685E-9,235.2818019125436,524.2893953536869,1064.671772675606,1415.7914397784468,1691.0700000546308,2230.278865453069,2510.473804033764,3510.1504853874508,4033.780411310045,4106.988822015689,4148.073188168514,4355.258195647471,5738.86445662489,5762.06104176097,5787.92945382266,7913.66680319201,8014.4600779199745,8345.932072538622,8815.269869008316
83.77580409572782,6.888168989311287E-10,264.70677792030136,558.7233605677106,1076.5925885709312,1416.8140970738057,1706.245114674356,2238.0089004394968,2551.124322696951,3616.007414888633,4033.266271298536,4124.661224274397,4169.565444234217,4352.032466506613,5736.963172722261,5779.077437055311,5787.012531997728,7921.628331295316,8013.241175308419,8390.484080871194,8813.597508274966
89.01179185171081,1.1597433419388822E-9,295.32759871432125,592.4466360356674,1087.6744682943945,1417.5666949500958,1719.425038335512,2245.664722662521,2590.047909218972,3714.3768005643656,4032.3866996209285,4145.919222302992,4195.74428006911,4349.00163336321,5734.951017824713,5786.073468990972,5797.742149132718,7928.279201468852,8012.071883568218,8440.446887123846,8811.795309399775
94.2477796076938,1.618496059113547E-9,327.0429999599993,625.4523689191022,1098.0150277484472,1418.1211114938214,1730.842252482614,2253.1724315594684,2627.387565523613,3800.6390916259193,4031.0882531879697,4173.460478564263,4227.289659729813,4346.233779856237,5732.831229456678,5785.117635293072,5818.156516054522,7933.650848377799,8010.981530629462,8495.793220970138,8809.70917645527
99.48376736367678,1.4098577037003451E-9,359.7512506080736,657.7285409223908,1107.6959583662626,1418.525476823445,1740.6971538054909,2260.4605978114023,2663.2084953504777,3870.225543150889,4029.3208538767294,4207.80639457409,4267.200505563968,4343.79476622238,5730.607548723402,5784.1502950933145,5840.423827619538,7937.804054848594,8009.999031928717,8556.426627725532,8805.854600063822
